in head hunting  big data may not be such a big deal,nytimes
chneukirchen s ruby styleguide,github
safe harbor agreement between u.s. and europe is ruled invalid,nytimes
playstation tv coming to us and canada this fall for $99,techcrunch
new analysis indicates flight 370 ended in southern indian ocean,nytimes
at t buying t-mobile won t matter. innovation is elsewhere.,techcrunch
facebook launches  live  streaming video feature  but only for celebrities,techcrunch
kaldi speech recognition toolkit,github
pita   etherpad lite  uses etherpad s library but node.js based instead,github
250 million android devices activated  11 billion apps downloaded,techcrunch
show hn  xkcd-inspired stacksort,github
google product ideas  in 2009  you could be working with google r d ,nytimes
has many considered harmful,github
apple wwdc 2014 keynote live blog,techcrunch
show hn  neural network color recognition,github
the white house github account,github
facebook s std  vector optimization,github
verizon wireless to pay up to $90 million in refunds,nytimes
clerky  yc s11  helps startups save time and money on legal incorporation,techcrunch
mapquest updates with improved cartography to take on google   apple maps,techcrunch
marc andreessen on the future of silicon valley s   and the next big technology,nytimes
shaq   tiger woods invested in google pre-ipo  2004 ,nytimes
 our work has been violated and exposed ,techcrunch
core2f   deploy coreos to vsphere  vcloudair or vclouddirector,github
official reveals budget for u.s. intelligence  2005 ,nytimes
google gets its own fail whale,techcrunch
graphscience turns facebook graph data into dollars,techcrunch
rubygems on github  official repo has moved over ,github
sony acquires netblender  a developer of blu-ray disc creation tools,techcrunch
red hat launches its docker-centric atomic host linux distribution,techcrunch
publish and perish  what to do with that book inside of you,techcrunch
data-crunching mayor now sees power in words,nytimes
 the product of the fowa  launch a web app in 40 minutes  panel,techcrunch
setting up vim for erlang tdd,github
show hn  a functional tool-belt for swift language,github
when the growth model fails,nytimes
ordered list is a githubber,github
prototype blade laptops stolen from razer offices,techcrunch
google to quadruple computer science prize winnings to $1m,nytimes
a pakistani underworld,nytimes
the scary hidden stressor,nytimes
bitcoin android released,github
a novel approach to store information  dna,github
dart language is now an official ecma standard,techcrunch
shopify files to go public on q1,techcrunch
tc50  postbox takes on outlook and mac mail with smarter  faster email client,techcrunch
drones offer journalists a wider view,nytimes
espn strives to eject clutter from its site,nytimes
tips for pr from a former hack,techcrunch
attackers use microsoft security hole against energy  defense  finance targets,nytimes
jquery widget for optimized data entry,github
willcall gets you to go to more concerts,techcrunch
cbs offers web service as tv unbundles itself,nytimes
service container and dependency injection plugin for cakephp,github
app performance company appdynamics raises $50m  plans ipo,techcrunch
let s not move to mars,nytimes
patched ruby 1.9.3-p194 for 30  faster rails boot,github
bots now reportedly account for 61.5  of website visitors,techcrunch
face substitution library,github
hard landing for university endowments ,nytimes
dropbox acqhires kbvt s computer vision geniuses to mine its photos,techcrunch
show hn  math-o-gram  a nerdy card for the math lover in your life,github
rspec 2 syntax cheat sheet by example,github
is office finally coming to the iphone ,techcrunch
how to use windows 8  search for it ,nytimes
yeoman   wordpress   yeopress,github
facebook turns your timeline into moo business cards  first 200 000 are free,techcrunch
wifijammer   continuously jam all wifi clients and access points around you,github
health care that puts a computer on the team,nytimes
hn api wrapper,github
paul graham shares lessons learned from 630  yc startups,techcrunch
github releases new gist,github
collusion in silicon valley investing ,nytimes
selling online products by subscription is all the rage,nytimes
steezy-chat userscript for pibb   campfire chat rooms,github
haskell exercises with automatic tests,github
a calm  reasonable argument supporting apple s anti-flash sdk language,techcrunch
interim os  a radical new operating system with a focus on minimalism,github
 i m just not cool enough to be a mac person. ,techcrunch
cartero   a streaming asset pipeline based on npm and browserify.,github
publisher gets web readers to fill the pages of its magazines,nytimes
github gets a skinnier header.,github
sony terms with spotify uncovered in contract,nytimes
show hn  ghosty   turn any sonos system into a haunted house,github
y combinator summer 2013 demo day  batch 1,techcrunch
game of life in a tweet  clojure ,github
hoping for a home and finding his dream job,nytimes
message to american graduates -- it s not about you ,nytimes
saturn is capped by a hexagon-shaped hurricane,nytimes
verbal expressions,github
let s decentralize the cloud with a distributed compute exchange.,github
pyfiscan   free web-application vulnerability and version scanner,github
microsoft thinks it can feed you on .14 a meal,techcrunch
stanford university is going to invest in student startups like a vc firm ,techcrunch
u.s. indicts 3 in theft of 130 million bank cards,nytimes
not quite a reporter  but raking muck and reaping wrath,nytimes
google offers a geolocation api for gears  but it only works on windows mobile ,techcrunch
automated virtual box install of ie vms  for testing of course ,github
easily retrieve the entire mobileme user email list,techcrunch
beyond twitter  an app that lets you truly see city,nytimes
yahoo monthly active users are up 20  to 800m  including 350m on mobile,techcrunch
google buys mobile music and entertainment platform pushlife,techcrunch
the new secure password hashing api in php 5.5,github
feeling that cold wind  here s why.,nytimes
study finds hunter-gatherers  energy expenditure same as modern westerners ,nytimes
twitter drops the ecosystem hammer  don t try to compete with us on clients,techcrunch
college alumni magazines struggle to compete with facebook,nytimes
shirley hornstein apologizes  promises change,techcrunch
a hackathon for the data center  now that s a first,techcrunch
motorola teases moto 360 launch  x and g phones and more for sep. 4 event,techcrunch
it isn t just about fun and games,nytimes
news corp. reports $2.1 billion loss from publishing arm,techcrunch
what pakistan knew about bin laden,nytimes
get your free moo stickers  for your startup ,techcrunch
live news - simple socket.io   nodejs web application,github
lessons from the low-tech defeat of the guinea worm,nytimes
a simple device to detect concussions,nytimes
github guides,github
anxiety  nothing to do but embrace the dread,nytimes
i m a moderate biker gang member compelled to condemn this violence,nytimes
citing stalemate  verizon workers strike,nytimes
sergey brin  native apps and web apps will converge soon,techcrunch
time out of mind,nytimes
hjs-webpack   presets for setting up webpack with hotloading react and es6,github
investing at the bottom of the venture capital cycle,nytimes
china s troubling robot revolution,nytimes
compressing homogeneous json,github
an in-memory file system for java 7 ,github
at google  paddington s birthday trumps columbus day,techcrunch
bloomberg s big push for an applied sciences school in nyc,nytimes
inkling creates first industrial publishing platform for interactive ebooks,techcrunch
nanogenmo is back for 2014,github
google voice makes its today show debut  invites start going out today,techcrunch
javascript debugging with semantic highlighting,github
consortium of colleges takes online education to new level,nytimes
show hn  php lib for buffer - bufferapp-php,github
contra  async flow control for the browser,github
clojure rethinkdb client library released,github
is the government telling the truth when it says your data is secure ,techcrunch
moving from site5 to heroku,github
open source developers wanted for imcache,github
default profile pictures generated on the fly,github
open source version of joker,github
socket.io optimization discussion,github
as tablet race heats up  apple may try smaller device,nytimes
playspan brings pay-per-view micropayments to online video marketplace,techcrunch
bill to expand u.s. database to verify hires,nytimes
nokia plans to start making netbooks,nytimes
fireeagle  yahoo s  twitter for location  ,techcrunch
a big google chrome extensions push is imminent  pictures  ,techcrunch
internet brands acquired for $640 million,nytimes
purely functional algorithms and data structures in scala,github
a drop in replacement for activesupport  delegate  in non rails projects,github
open source game-theoretic poker player,github
the question of coverage for ride service drivers,nytimes
german billionaire   the donors are taking the place of the state ,nytimes
  facebook s experimental desktop notifications app for mac,techcrunch
parallelize python tasks using docker and ipython,github
yahoo pop launches to show hot searches,techcrunch
show hn  detect which global variables are used in your jade templates,github
what s a degree worth ,nytimes
yahoo acquires neophyte startup admovate to improve mobile ads,techcrunch
fred phelps  founder of westboro baptist church  dies at 84,nytimes
femtolisp - 150kb  self-contained scheme-like lisp,github
crowdfunded bus lines open in san francisco,techcrunch
big valuations come with dangerous small print,techcrunch
online ad revenues at the new york times keep dropping like a rock,techcrunch
wait  so 20 phones on 4 carriers outsold 1 phone on 1 carrier  shocking.,techcrunch
show hn  honeymoon   a swift web framework,github
vimeo-deck.js - synchronize speaker deck presentations with vimeo videos.,github
clojure-touch,github
.ds store for non-mac users,github
kpace  bootable assembly only os,github
soundcloud debuts its new html5 widget,techcrunch
the slow death of  do not track ,nytimes
  bump s data exchange api goes cross-platform  launches for android and ipad ,techcrunch
journalism student won t leave steve jobs alone,techcrunch
anti scraping   shieldsquare takes a new approach to malicious bot traffic,techcrunch
authoboss  http authentication framework for golang,github
caution  driver may be surfing the web ,nytimes
show hn  python script to backup your ios sms mms to html and json,github
angular 1.4 beta 0 released,github
apple maps errors send japanese to homegrown app  mapion ,nytimes
show hn  nemex rewrite,github
show hn  opensteamclient c   library to interface with the steam network,github
plans to harness chinese river s power threaten a region,nytimes
easy ruby method for generating short  pretty  unique codes for referrals,github
dell starts offering exclusive discounts through twitter,techcrunch
bookmark  copy  note and share  sharedcopy.com,techcrunch
starter s guide to vc funding in europe,techcrunch
it s just fine to make mistakes,nytimes
what would gandhi do ,nytimes
dna project aims to make public a company s data on cancer genes,nytimes
haml-i18n-extractor,github
how  for startups to grow their brands on twitter,techcrunch
no food stamps for sodas,nytimes
apple patents liquidmetal and sapphire mobile device construction method,techcrunch
show hn  legalize.js   object validation for node and the browser,github
imonomy raises $400k seed for its visual semantic software,techcrunch
html5 security spreadsheet,github
faitout   give access to volatile postgresql database for unit-tests,github
police finally arrest the third and final founder of the pirate bay,techcrunch
htc droid incredible 4g lte review  solid little phone  awfully big name,techcrunch
parse.ly raises $5m for predictive analytics platform,techcrunch
microsoft sues samsung over android royalty payments,nytimes
show hn  activetextview  selectable  multicolored text views for ios.,github
 even   an interest-free  mobile alternative to payday loans,techcrunch
show hn  ruby-resty  a port of the resty cli tool,github
now hiring if you re young  1998 ,nytimes
twice raises $4m  ia  sv angel  crunchfund  for secondhand clothing marketplace,techcrunch
yoloimport  never see another importerror,github
proffer  stop action controller exposing instance variables to views,github
little red  litigious  shoes,nytimes
the resumator raises $2.1m series b round  alphalab  ,techcrunch
nate silver  double dip or not  economy is falling farther behind,nytimes
show hn  human headers ,github
teams turn to a face reader  looking for that winning smile,nytimes
web design community treehouse raises $600k,techcrunch
the limits of facebook s search tool,nytimes
tech s diversity problem is apparent as early as high school,nytimes
twitter s new headquarters as shown off by employees  pictures ,techcrunch
you should not use oop  in javascript ,github
cloudflare   our marketing strategy is sign up all criminals   tctv ,techcrunch
apple exploring iphone waterproofing methods,techcrunch
a look back on symbian on the eve of its demise,techcrunch
the start-up of you,nytimes
is google plus s problem one of design ,nytimes
gemcutter s top 110 ruby gems,github
the female version of the old boys club  an elite womens networking group,nytimes
show hn  practice makes perfect. an alternative way to learn swift,github
how to keep iot hunters and poachers out of your food and farms,techcrunch
it s d-day for twitter s display requirement changes  and nothing happened,techcrunch
stumpwm  a complete window manager in lisp,github
an angel goes pro  reid hoffman now officially a venture capitalist at greylock,techcrunch
dropbox s new note-taking app  composer,techcrunch
distimo  china now the second largest iphone app market after the u.s.,techcrunch
google launches helpouts  paid video chats ,techcrunch
quartz  a gem for calling golang code from ruby,github
prototype of telekom developergarden api client for nodejs,github
russia invades crimea,nytimes
hacker steals $12 000 worth of bitcoins,techcrunch
comixology reverses ban on the latest issue of saga  says apple isn t to blame,techcrunch
why tech s hottest companies want to hire more female engineers,techcrunch
show hn  d3.js boilerplate - my friday project,github
steve jobs  a genius at pushing boundaries,nytimes
awayfind makes sure you see the emails that matter,techcrunch
i.b.m. names virginia rometty as new ceo,nytimes
why diversity is bad for startups ,techcrunch
a wish list of features for the next round of cellphones,nytimes
patreon raises $15 million series a,techcrunch
making bootstrap examples using sinatra-haml-bootstrap,github
the fine line between success and bankruptcy,techcrunch
frag - a fluid  responsive  friendly  simple grid system,github
head of tehran s cybercrimes unit is fired over death of blogger,nytimes
web-based financial terminal ycharts raises $3.875m round led by morningstar,techcrunch
github user and repository renaming temporarily disabled due to rackspace move,github
the surprising money habits of successful entrepreneurs,nytimes
node 0.8.x and 0.10.2  not vulnerable to heartbleed issue,github
sbc - use ssh like a boss,github
cloud  hybrids  proposed as solution to security economy balance,nytimes
show hn  markdownlive   markdown preview with live update,github
is google like gas or like steel ,nytimes
share buttons  ha. facebook just schooled the internet. again.,techcrunch
after drought  hope for shows made for web,nytimes
compjournostick 0.9.0 released,github
time for a truce in the bragging wars,nytimes
the case against apple is just as much a case for apple,techcrunch
show hn  visualize your javascript or python sourcecode as flowcharts,github
the mastermind behind one of the largest online marketing frauds,nytimes
early aereo  pinterest backer firstmark capital raises $225m for its third fund,techcrunch
massive 2.0  a postgres-centric data access tool,github
angularjs learning resources,github
aardvark founder ventilla is trying to turn education on its head with altschool,techcrunch
show hn  libsrt   fast c library with heap and stack allocation,github
python  attribute based dictionary,github
flux challenge,github
foursquare s swarm and the rise of the invisible app,techcrunch
a ruby gem for easy data transfer,github
numba versus cython  benchmarking ,github
harnessing physics in grand spaces for music,nytimes
nasdaq to pay $10 million fine over facebook i.p.o.,nytimes
roger federer as religious experience,nytimes
vast study casts doubts on value of mammograms,nytimes
traversal networks  yc s15  wants to be your company s cyber security department,techcrunch
why alibaba could be china s next $100 billion i.p.o.,nytimes
startup weekend edu receives $250k grant from bill   melinda gates foundation,techcrunch
ruby warrior  coding game designed to teach ruby and a.i.,github
the president surrenders - krugman on debt ceiling deal,nytimes
firefox could soon come to ios,techcrunch
show hn  opengl capable linux desktop in the cloud for games or graphics,github
the hazards of growing up painlessly,nytimes
south america can now crowdfund with bitcoins,techcrunch
cassandra support for cloud foundry,github
1000 layoffs across yahoo,nytimes
editing wikipedia pages for med school credit,nytimes
dotfiles bin todo,github
hulu gets an unofficial desktop app in mymediaplayer2,techcrunch
show hn  flux for react with static app links checker,github
 facebook blocks scoble for downloading his contacts  sparks revolt,techcrunch
breaking  newsvine acquired by msnbc.com,techcrunch
suit against apple over ipods may lack one thing  a plaintiff,nytimes
stowaways and crimes aboard a scofflaw ship,nytimes
pope francis calls for action on climate change,nytimes
ruby s date datetime classes rewritten in c.. 20-200x perf improvement,github
migen  a python toolbox for building complex digital hardware,github
could a lottery be the answer to america s poor savings rate   freakonomics ,nytimes
incremental dom from google,github
pooler - is socket acceptor pool for golang.,github
vivint launches new home automation system complete with a tiny doorbell camera,techcrunch
treeline  yc w15  wants to take the coding out of building a back end,techcrunch
greg mankiw  i can afford higher taxes. but they ll make me work less.,nytimes
rails variables in your javascript code,github
show hn  very low footprint json parser in portable ansi c ,github
instagram like service using silex and camanjs,github
angelpad looks back  37 companies  31 funded  $25 million raised,techcrunch
88 000 applicants and counting for 55 units in  poor door  building,nytimes
new york school discusses social media guidelines,nytimes
google just killed the best thing about the chromecast,techcrunch
change the windows theme continuously throughout the day with undocumented apis,github
biggie-router  a node.js high performance router inspired by jquery and sinitra.,github
html5 game maker looks to transcend sleepy chrome web store sales on ios,techcrunch
set ideas free,nytimes
liscript - s-exps syntax and macros that compile to js,github
linux kernel booting process  part 3,github
showhn   kind of  asyncronous sockets in php,github
dick costolo thinks it s o.k. to never tweet,nytimes
github server hosting ,github
fcc to investigate cell phone unlocking ban ,techcrunch
the state of influxdb,github
indian e-commerce logistics startup delhivery raises $85m series d,techcrunch
 work for us  - job board facebook app,techcrunch
sendwithus  yc w14  offers a b testing and analytics tools for email marketers,techcrunch
steve ballmer quits microsoft board,nytimes
reward to the beat of a different drum,techcrunch
goo.gl challenges bit.ly as king of the short,nytimes
maybe management isn t your style,nytimes
openx market  an alternative online advertising marketplace ,techcrunch
freakonomics  the price of impatience,nytimes
why the right fights,nytimes
rakuten to accept bitcoin worldwide,techcrunch
automate download  install  config of ie-only vm s with virtualbox  linux osx ,github
payment data is more valuable than payment fees,techcrunch
tesla unveils model x,nytimes
show hn  pjon   communications bus system for arduino,github
the span project,github
vivagraph - extendable javascript graph library,github
compile-time assertion of sizeof type  in c,github
walmart now offering low-cost mobile checking accounts,techcrunch
looking for america,nytimes
nielsen  apple iads more effective than tv ads,techcrunch
can we do better at managing rare  big risks ,nytimes
jquery waypoints - execute a function whenever you scroll to an element,github
send email with diff after pushing to github,github
iediagnosticsadapter,github
 convertible equity  - a better alternative to convertible debt ,techcrunch
a life beyond  do what you love ,nytimes
kicking reality up a notch,nytimes
an app by any other name,techcrunch
your sql queries as a value - mosql query builder for node.js,github
boost asio udt implementation,github
jeeves framework - python irc bot framework,github
run-dmc explains network partitions,github
linkedin acquires mspoke for its recommendation technology  team,techcrunch
node-zip zip unzip files on node.js  w compression ,github
the online search party - a way to share the load,nytimes
interview with steve ballmer  products  competition  the road ahead,techcrunch
vodafone chucks  150k at european mobile internet startups,techcrunch
economic optimism  yes  i ll take that bet,nytimes
who you are,nytimes
  venture capitalists are hearing footsteps ,nytimes
nowmov  yc w10   sit back  relax  and watch an endless stream of videos,techcrunch
craigslist  adult services  pages censored,nytimes
why is turkey cheaper when demand is higher ,nytimes
nike announces nike  accelerator,techcrunch
convert font to a series of png images,github
make phone calls via slack  yes it transcribes in real-time,github
xcactionbar    alfred for xcode ,github
 smart and gets things done  is necessary  but not sufficient,github
permaculture emerges from the underground,nytimes
w. m. anderson  92  dies  faced india plant disaster,nytimes
the f.a.a. says it will take a  fresh look  at the use of ipads on planes.,nytimes
the voting blocs of new york city,nytimes
a social cookbook based on facebook s open graph,github
with bose headphones  hear what you want and block the rest,nytimes
  justin.tv opens its api for free  hopes live video will explode ,techcrunch
stanford partners with life sciences marketplace quartzy  yc s11 ,techcrunch
tencent goes from snapchat  role model  to potential investor,techcrunch
write-good  naive linter for english prose,github
how dell became entangled in options,nytimes
watch out amazon  japan s rakuten buys e-commerce fulfillment company webgistix ,techcrunch
slicedbread support for thread pools and deferred computations,github
change page fonts in google chrome without effecting icon fonts,github
facebook   google bury hatchet to defeat core problem in gingerbread dalvik,techcrunch
kodesk is like an airbnb for office space,techcrunch
the physical web,github
how fast is fscanf ,github
apple after jobs  pretty much the same as ever,nytimes
how we use pull requests to build github,github
twitter and facebook turn everyone into an affiliate marketer  ,techcrunch
github pages update,github
python continuous documentation,github
steve s platform rant  working link ,github
zynga shares plummet 12  after it lays off 520 employees,techcrunch
alibaba.com ceo and coo resign because of vendor fraud,techcrunch
snoopify  the greatest photoboming app of all time,techcrunch
why virtual nerd declined a $70 000 competition prize,nytimes
grocery delivery startup peppertap grabs $10m series a from saif and sequoia,techcrunch
disrupt nyc,techcrunch
freakonomics  the quiet danger of non-inflation-adjusted stock returns,nytimes
bing image of the day wallpaper with python for mac,github
will furloughs change america s workaholic culture ,nytimes
the genteel nation  a theory on the decline of america ,nytimes
a simple and smart  or stupid  feed reader.,github
silk road 2.0  a concept of a distributed anonymous marketplace,github
celebrate the farmer,nytimes
android m runtime permissions powered by rxjava,github
google uses algorithms to create slr-like photos,nytimes
  ruby-on-rails startup fiveruns acquired by workthink ,techcrunch
facing lawsuits and complaints from celebs  twitter launches verified accounts,techcrunch
the web that time forgot,nytimes
the nest is being robbed   twitter s ceo dilemma,techcrunch
csscheme   sublime text plugin,github
particle system for openfl,github
yahoo debuts axis  their new  and impressive  desktop and mobile search,techcrunch
type-agnostic partitioning for go,github
hands on with windows 10,techcrunch
china is reaping biggest benefits of iraq oil boom,nytimes
list of reserved usernames to prevent url squatting,github
zimg   a lightweight and high-performance image storage and processing system,github
sir tim berners-lee blasts  insidious  chilling effects  of online surveillance,techcrunch
show hn  a python library for unicode string collation,github
show hn  mdpress converts markdown files to impress.js slideshows,github
how klout got klout.com,techcrunch
javascript libraries worth using in typescript,github
how can chromecast connect to your friend s phones without using wifi ,techcrunch
facebook now has 750 million users,techcrunch
you name it  and exercise helps it,nytimes
sperm donors might have dozens of kids - what effect on gene pool ,nytimes
why high-impact exercise is good for your bones,nytimes
native apps or web apps  particle code wants you to do both,techcrunch
class and monetary policy,nytimes
announcing repsheet  an attack detection and visualization tool for apache,github
better app to app data sharing in ios 8 ,techcrunch
google to pay huge tax-fine in france,techcrunch
don t  pull a patzer  and other lessons learned on our trip down sand hill road,techcrunch
the geometry of sprawl,nytimes
a simple  small  and powerful css grid system   gist,github
galileo  a perl cms,github
savable sharable text editor fit in a tweet,github
the mammoth cometh,nytimes
embed itunes now playing on any website  mac only ,github
rq  simple job queues for python,github
treasury dept. plan would give fed wide new power,nytimes
gbox  give the gift of drm-free music,techcrunch
easyadapter for android  using listviews has never been so easy,github
the benefits and pressures of being a young genius,nytimes
show hn  mine output simulator,github
google instant search is now on the iphone,techcrunch
y combinator s wepay partners with groupspaces to let groups collect cash,techcrunch
real evidence for diets that are just imaginary,nytimes
night mode library for ios,github
unofficial homebrew repository,github
healthtech fail  lessons for entrepreneurs from health startups gone awry,techcrunch
buddhabrot renderer in html5,github
hyperlogsandwich,github
twitter wants to track your clicks,techcrunch
basic tools to explore a twitter egonet with r and igraph,github
 objc  idmalertviewmanager  handles priorities alerts and more,github
google ventures mulls its european moves,techcrunch
real-life lessons in using google adwords ,nytimes
several takes on how to cull your library,nytimes
my ideas  my boss s property,nytimes
workingclass   an human readable plain text todo list syntax,github
show hn  personal email to fax service in 5 minutes,github
tyk is a lightweight  open source api gateway,github
phpsh from facebook,github
yahoo stabs facebook in the back,techcrunch
command   conquer  red alert open source,github
livefyre acquires storify,techcrunch
appgyver delivers mobile app prototypes in minutes  no technical know-how needed,techcrunch
a powerful  dynamic caching engine for node.js,github
show hn  game about squares solver in python,github
convert twitter boostrap to a  flat  design,github
with subscription snacks entrepreneurs think inside the box,nytimes
bup  efficient file backup system based on the git packfile format,github
show hn  ruby on rails bootstraping,github
the robots are coming oh  they re here.,nytimes
 wufoo  yc w06  aquired by survey monkey,techcrunch
my style  custom css for unappealing sites you visit,github
in the spirit of the valley  it s silicon this and silicon that,nytimes
nuji  closes $2m seed to splash on making an ios app for social shoppers,techcrunch
add fx traders in your country to the forex gem,github
we have all become parallel gamers,techcrunch
test trial to use computer servers to heat homes,nytimes
using riak core to create a distributed orchestra powered by midi files,github
russians hijacked american science to make artic dive,nytimes
seesmic nearing sale to social media management service hootsuite,techcrunch
non intrusive static recursive dependency injection for c  14,github
i created jquerybinder  a simple dom elements binder  hope you like it.,github
re2 j  linear time regular expression matching in java,github
germanwings crash investigation hits snag in retireving data,nytimes
so easy to sign up  and so hard to cancel,nytimes
twitter wants an interest graph  now tracking your browsing to make suggestions,techcrunch
show hn  gldatepicker v2.0 released,github
for some developers  amazon appstore now brings in more money,techcrunch
for a high-powered career  it s finance vs. tech,nytimes
new york mayor de blasio to require computer science in schools,nytimes
shane smith says he wants vice to be 10 times bigger than cnn,techcrunch
run linux on mac os yosemite from the command line,github
the morality of meditation,nytimes
solar power craze on wall st. propels start-up,nytimes
show hn  sync a file with etherpad - ethersync,github
new york startup caskers offers rare spirits online,techcrunch
lonely wrestlers create their own social network,techcrunch
snapchat acquired qr scan.me for $50m and vergence eyeglass cam for $15m,techcrunch
snap and search  no words needed ,nytimes
let google decide for you,nytimes
the alpha geeks,nytimes
the movie studios have a great idea to ramp up piracy.,techcrunch
the futility of vengeance,nytimes
a dangerous obsession with primitives,github
adam d angelo   google me  very real  gunning for facebook  top priority,techcrunch
a venture capital partnership for google glass apps,nytimes
vimwiki vimwiki,github
c   core guidelines,github
david brooks  good summarization of all the literature on financial collapse.,nytimes
want to know how you rank as an entrepreneur  take the founder institute test,techcrunch
flickr releases new geographical features,techcrunch
fastsocket   a highly scalable socket for linux,github
principles of writing consistent  idiomatic javascript,github
who made that paintball ,nytimes
recreating a classic video game with radio-controlled cars,nytimes
pentagon plans new arm to wage wars in cyberspace,nytimes
streaming music has left me adrift,nytimes
free mobile yammer competitor released,techcrunch
symantec dissolves a chinese alliance,nytimes
